@relation Crop_recommendation-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0

@attribute n numeric
@attribute p numeric
@attribute k numeric
@attribute temperature numeric
@attribute humidity numeric
@attribute ph numeric
@attribute rainfall numeric
@attribute label {apple,banana,blackgram,chickpea,coconut,coffee,cotton,grapes,jute,kidneybeans,lentil,maize,mango,mothbeans,mungbean,muskmelon,orange,papaya,pigeonpeas,pomegranate,rice,watermelon}

@data
0.835714,0.142857,0.24,0.582296,0.908352,0.452414,0.01548,muskmelon
0.607143,0.114286,0.235,0.596914,0.88473,0.399729,0.012519,muskmelon
0.742857,0.142857,0.25,0.602192,0.88786,0.407296,0.008897,muskmelon
0.728571,0.135714,0.245,0.542261,0.894511,0.496664,0.009367,muskmelon
0.828571,0.142857,0.225,0.58638,0.917664,0.401866,0.030519,muskmelon
0.714286,0.085714,0.215,0.59978,0.93369,0.445241,0.022678,muskmelon
0.785714,0.142857,0.245,0.576341,0.892705,0.454281,0.011614,muskmelon
0.742857,0.142857,0.23,0.577849,0.928876,0.461131,0.012035,muskmelon
0.764286,0.042857,0.245,0.567144,0.899145,0.402664,0.033156,muskmelon
0.7,0.15,0.235,0.531231,0.891695,0.411384,0.030465,muskmelon
0.628571,0.085714,0.235,0.604838,0.89234,0.488654,0.018563,muskmelon
0.621429,0.142857,0.205,0.53376,0.883872,0.44709,0.005531,muskmelon
0.857143,0.021429,0.205,0.594864,0.891833,0.502008,0.029294,muskmelon
0.678571,0.057143,0.205,0.603017,0.927456,0.407641,0.011032,muskmelon
0.771429,0.121429,0.21,0.565563,0.903709,0.4131,0.017668,muskmelon
0.585714,0.057143,0.235,0.524814,0.940357,0.456906,0.022662,muskmelon
0.857143,0.128571,0.25,0.545749,0.9023,0.501886,0.022516,muskmelon
0.785714,0.121429,0.21,0.579799,0.904809,0.425937,0.016984,muskmelon
0.678571,0.128571,0.2,0.545155,0.890172,0.429442,0.003517,muskmelon
0.757143,0.035714,0.22,0.542352,0.906969,0.442569,0,muskmelon
0.707143,0.05,0.235,0.570201,0.933807,0.388498,0.00721,muskmelon
0.757143,0.107143,0.23,0.599846,0.894875,0.441317,0.001003,muskmelon
0.592857,0.042857,0.24,0.594416,0.917595,0.413535,0.006302,muskmelon
0.835714,0.1,0.25,0.573244,0.904361,0.406976,0.017792,muskmelon
0.7,0.15,0.22,0.529836,0.889779,0.408285,0.011798,muskmelon
0.807143,0.107143,0.215,0.534871,0.940447,0.45656,0.025392,muskmelon
0.721429,0.085714,0.21,0.593069,0.938733,0.416821,0.021904,muskmelon
0.7,0.014286,0.2,0.544219,0.912844,0.412571,0.023866,muskmelon
0.664286,0.121429,0.215,0.58249,0.901323,0.508875,0.006083,muskmelon
0.678571,0.114286,0.21,0.548223,0.925105,0.45522,0.001617,muskmelon
0.778571,0.05,0.215,0.592027,0.908351,0.498262,0.001979,muskmelon
0.842857,0.05,0.21,0.549301,0.908923,0.389713,0.031387,muskmelon
0.714286,0.064286,0.22,0.59292,0.896107,0.444954,0.020865,muskmelon
0.635714,0.028571,0.21,0.592425,0.892548,0.491985,0.030684,muskmelon
0.678571,0.078571,0.205,0.523706,0.885233,0.504164,0.015233,muskmelon
0.678571,0.014286,0.2,0.530115,0.892892,0.392967,0.017545,muskmelon
0.621429,0.007143,0.2,0.602632,0.892774,0.450368,0.009451,muskmelon
0.664286,0.107143,0.225,0.605597,0.921235,0.457836,0.014862,muskmelon
0.6,0.171429,0.22,0.605966,0.929139,0.427142,0.000643,muskmelon
0.792857,0,0.21,0.551147,0.900747,0.430724,0.003478,muskmelon
0.792857,0,0.235,0.604268,0.930652,0.409192,0.002834,muskmelon
0.792857,0.071429,0.245,0.541758,0.917526,0.418226,0.006649,muskmelon
0.635714,0.042857,0.21,0.60148,0.937842,0.439024,0.0275,muskmelon
0.785714,0.071429,0.215,0.56679,0.91699,0.4211,0.02654,muskmelon
0.678571,0.178571,0.235,0.592687,0.887489,0.487644,0.020928,muskmelon
0.821429,0.05,0.235,0.53628,0.941443,0.494655,0.002898,muskmelon
0.857143,0.142857,0.225,0.551765,0.939743,0.438928,0.005883,muskmelon
0.728571,0.042857,0.2,0.579802,0.920024,0.443319,0.014172,muskmelon
0.671429,0,0.25,0.566998,0.905631,0.401368,0.023972,muskmelon
0.6,0.092857,0.205,0.524032,0.9235,0.509506,0.018359,muskmelon
0.764286,0.121429,0.245,0.550087,0.893434,0.486063,0.005057,muskmelon
0.571429,0.092857,0.235,0.54656,0.896955,0.463436,0.013799,muskmelon
0.614286,0.092857,0.2,0.577914,0.891937,0.476181,0.007354,muskmelon
0.807143,0.164286,0.215,0.575371,0.912586,0.414561,0.015202,muskmelon
0.821429,0.092857,0.24,0.583786,0.932528,0.389984,0.006678,muskmelon
0.585714,0.107143,0.245,0.588659,0.883733,0.472199,0.004434,muskmelon
0.7,0.121429,0.21,0.580978,0.905901,0.441135,0.030984,muskmelon
0.835714,0.142857,0.245,0.56979,0.912834,0.411477,0.031976,muskmelon
0.592857,0.071429,0.22,0.5768,0.899814,0.456159,0.01074,muskmelon
0.857143,0.078571,0.23,0.550171,0.902711,0.473115,0.011047,muskmelon
0.792857,0,0.225,0.538534,0.904525,0.450231,0.016639,muskmelon
0.607143,0.114286,0.21,0.603953,0.890666,0.417088,0.016116,muskmelon
0.642857,0.128571,0.245,0.566225,0.888897,0.412773,0.025345,muskmelon
0.707143,0.171429,0.25,0.584454,0.900617,0.49083,0.02253,muskmelon
0.728571,0.042857,0.21,0.549849,0.916014,0.466562,0.024911,muskmelon
0.571429,0.092857,0.23,0.551743,0.904761,0.497843,0.001992,muskmelon
0.621429,0.114286,0.235,0.531565,0.933616,0.398566,0.025153,muskmelon
0.814286,0.021429,0.235,0.588673,0.936651,0.453216,0.028805,muskmelon
0.707143,0.007143,0.205,0.567839,0.932815,0.449685,0.031523,muskmelon
0.635714,0.142857,0.225,0.5229,0.899269,0.446504,0.017497,muskmelon
0.685714,0.057143,0.25,0.594031,0.936922,0.496954,0.00332,muskmelon
0.585714,0.15,0.21,0.564665,0.924014,0.475956,0.01433,muskmelon
0.757143,0.114286,0.235,0.575903,0.939434,0.4326,0.010149,muskmelon
0.642857,0.071429,0.235,0.522918,0.899681,0.457722,0.012381,muskmelon
0.757143,0.078571,0.245,0.577751,0.903334,0.479154,0.016291,muskmelon
0.171429,0.878571,0.955,0.399578,0.891664,0.313625,0.324128,apple
0.05,0.992857,0.96,0.431099,0.934281,0.40876,0.337131,apple
0.1,0.878571,1,0.395478,0.93709,0.423234,0.344274,apple
0.057143,0.821429,0.98,0.354693,0.89679,0.437986,0.366526,apple
0.142857,0.885714,0.98,0.418504,0.903379,0.323957,0.344411,apple
0.228571,0.942857,0.995,0.402711,0.920054,0.360696,0.350346,apple
0.192857,0.957143,1,0.39192,0.923316,0.352614,0.30658,apple
0,0.842857,1,0.378828,0.918102,0.35554,0.36258,apple
0.157143,0.992857,0.955,0.375504,0.903243,0.465679,0.347998,apple
0.007143,0.85,0.97,0.427116,0.921749,0.334931,0.33216,apple
0.214286,0.835714,0.96,0.360179,0.915293,0.321677,0.308715,apple
0.207143,0.828571,0.955,0.40238,0.933967,0.400406,0.371428,apple
0.092857,0.864286,0.995,0.409866,0.916178,0.447632,0.316051,apple
0.064286,0.957143,0.97,0.413966,0.936533,0.367425,0.305892,apple
0,0.914286,0.975,0.426034,0.889315,0.342698,0.301846,apple
0.214286,0.985714,0.97,0.428787,0.890535,0.356684,0.294787,apple
0.257143,0.964286,0.965,0.416593,0.900786,0.43188,0.302554,apple
0.264286,0.942857,0.97,0.396381,0.88571,0.34107,0.316615,apple
0.235714,0.828571,0.99,0.391144,0.939118,0.326761,0.339967,apple
0.05,0.992857,0.95,0.40569,0.925327,0.365724,0.303346,apple
0.25,0.878571,1,0.351424,0.925155,0.394427,0.314937,apple
0.207143,0.878571,0.965,0.390679,0.915146,0.339066,0.363883,apple
0.014286,0.985714,0.955,0.398482,0.888838,0.336644,0.322164,apple
0.242857,0.964286,0.965,0.369543,0.923687,0.34943,0.341179,apple
0.207143,0.992857,0.995,0.390463,0.912566,0.35701,0.355278,apple
0.228571,0.971429,0.99,0.356781,0.916736,0.36026,0.31922,apple
0.092857,0.992857,0.96,0.404475,0.940673,0.431621,0.307107,apple
0.178571,0.985714,0.965,0.401335,0.901273,0.392291,0.314871,apple
0.064286,0.942857,0.975,0.352824,0.891582,0.331543,0.296716,apple
0.042857,0.992857,0.965,0.352631,0.887236,0.319518,0.302848,apple
0.264286,0.864286,0.955,0.423942,0.894943,0.325286,0.312419,apple
0.014286,0.821429,0.99,0.410357,0.938525,0.37148,0.317623,apple
0.078571,0.985714,0.96,0.406284,0.922292,0.368716,0.366389,apple
0.071429,0.971429,0.98,0.381664,0.894969,0.448074,0.302965,apple
0.171429,0.978571,0.985,0.393463,0.900838,0.343072,0.293287,apple
0.164286,0.95,0.95,0.392119,0.903423,0.356316,0.374279,apple
0.128571,0.857143,0.995,0.388232,0.935797,0.395301,0.346778,apple
0.092857,0.828571,0.955,0.383971,0.924454,0.456995,0.359075,apple
0.185714,0.835714,0.985,0.390805,0.938824,0.328517,0.312461,apple
0.2,0.842857,0.985,0.400024,0.908339,0.456825,0.360069,apple
0.185714,0.828571,0.98,0.383515,0.883858,0.413241,0.330885,apple
0.15,0.942857,0.955,0.424285,0.903423,0.358928,0.3714,apple
0.15,0.928571,0.965,0.431428,0.940957,0.3515,0.3047,apple
0.035714,0.992857,1,0.361439,0.914199,0.416801,0.296726,apple
0.014286,0.842857,1,0.388542,0.892724,0.347556,0.376405,apple
0.107143,0.914286,0.97,0.43533,0.902339,0.360794,0.349917,apple
0.221429,0.892857,0.965,0.37233,0.915456,0.318812,0.358713,apple
0.178571,0.985714,0.975,0.429807,0.916272,0.391814,0.288875,apple
0.114286,0.985714,0.995,0.427235,0.901444,0.330711,0.365315,apple
0.135714,0.835714,0.985,0.416616,0.887988,0.358803,0.332978,apple
0.071429,0.857143,0.955,0.386999,0.883975,0.346141,0.333601,apple
0.142857,0.957143,0.985,0.421131,0.909348,0.336722,0.315344,apple
0.2,0.842857,0.965,0.42,0.90055,0.338707,0.328958,apple
0.2,0.935714,0.975,0.408506,0.911501,0.426277,0.339605,apple
0.014286,0.9,0.97,0.391638,0.897878,0.390744,0.373656,apple
0.014286,0.964286,0.96,0.398054,0.91648,0.315662,0.304796,apple
0.192857,0.95,0.98,0.42586,0.929075,0.380636,0.306052,apple
0.214286,0.871429,0.995,0.392393,0.91224,0.407705,0.290007,apple
0.228571,1,0.99,0.430558,0.893406,0.451308,0.321127,apple
0.207143,0.957143,1,0.425131,0.92724,0.412294,0.346615,apple
0.185714,0.864286,0.95,0.361206,0.918452,0.369159,0.352747,apple
0.285714,0.935714,0.985,0.402498,0.936944,0.377987,0.349634,apple
0.042857,0.85,0.975,0.406212,0.928412,0.383585,0.321086,apple
0.25,0.95,0.975,0.35505,0.892986,0.336927,0.299885,apple
0.121429,0.935714,0.955,0.431745,0.889383,0.369717,0.297625,apple
0.235714,0.921429,1,0.350385,0.934176,0.401342,0.33961,apple
0.114286,0.985714,0.96,0.395739,0.924617,0.373118,0.347458,apple
0.192857,0.821429,0.975,0.362329,0.892252,0.405183,0.34666,apple
0.207143,1,1,0.401339,0.908404,0.421059,0.320199,apple
0.021429,0.971429,0.96,0.377498,0.896707,0.410251,0.34226,apple
0.107143,0.842857,0.995,0.393156,0.913279,0.444956,0.341915,apple
0.035714,0.935714,0.95,0.388255,0.905997,0.42913,0.314564,apple
0.071429,0.935714,0.995,0.355033,0.908708,0.430995,0.307686,apple
0.05,0.971429,0.95,0.432013,0.923811,0.312503,0.304296,apple
0.014286,0.885714,0.98,0.40048,0.934512,0.338643,0.366209,apple
0.207143,0.95,0.96,0.383499,0.911994,0.361745,0.364474,apple
0.214286,0.942857,0.975,0.404267,0.891779,0.326369,0.353489,apple
0.207143,0.907143,0.995,0.409294,0.886183,0.403089,0.316169,apple
0.1,0.957143,0.96,0.370136,0.916685,0.396834,0.364596,apple
0.128571,0.857143,0.99,0.390745,0.902133,0.412967,0.295835,apple
0.235714,0.985714,0.995,0.353113,0.906395,0.359185,0.367625,apple
0.285714,0.992857,0.955,0.39862,0.909861,0.386062,0.311903,apple
0.064286,0.985714,0.96,0.428256,0.917173,0.321176,0.350097,apple
0.271429,0.928571,0.99,0.428569,0.926272,0.382686,0.289617,apple
0.2,0.892857,0.955,0.381891,0.938116,0.39774,0.333068,apple
0.25,0.978571,0.99,0.35424,0.886326,0.371764,0.371614,apple
0.085714,0.885714,1,0.38843,0.897062,0.406616,0.353772,apple
0.007143,0.928571,0.99,0.400372,0.915069,0.329602,0.336142,apple
0,1,1,0.355794,0.88471,0.313519,0.336861,apple
0.221429,0.828571,0.98,0.411257,0.88757,0.346293,0.325137,apple
0.25,0.9,0.99,0.390306,0.929254,0.371479,0.296433,apple
0.207143,0.964286,0.95,0.425114,0.89467,0.319698,0.346802,apple
0.235714,0.95,0.965,0.386474,0.891611,0.422628,0.368353,apple
0.1,0.964286,0.96,0.416834,0.894063,0.399124,0.333491,apple
0.25,1,0.95,0.379154,0.936994,0.424114,0.326098,apple
0.285714,0.821429,0.96,0.429852,0.91259,0.370856,0.357186,apple
0.178571,0.907143,0.965,0.387198,0.893494,0.346483,0.287072,apple
0.221429,0.942857,0.955,0.382182,0.928186,0.450298,0.36077,apple
0.257143,0.992857,0.955,0.425425,0.936114,0.465323,0.341837,apple
0.071429,0.964286,0.96,0.382892,0.886729,0.423733,0.374555,apple
0.157143,0.178571,0.035,0.199593,0.912847,0.443096,0.355036,orange
0.264286,0.007143,0.04,0.493698,0.901151,0.62314,0.291266,orange
0.192857,0.057143,0.005,0.130125,0.899377,0.595677,0.326983,orange
0.05,0.078571,0.02,0.288492,0.907391,0.67013,0.339339,orange
0.142857,0.014286,0.02,0.592593,0.901966,0.563638,0.32679,orange
0.185714,0.157143,0.025,0.55218,0.917561,0.400484,0.337428,orange
0.035714,0.128571,0.05,0.483312,0.907433,0.607151,0.33171,orange
0,0.092857,0.045,0.601031,0.906972,0.575901,0.338442,orange
0.278571,0.135714,0.045,0.623505,0.894097,0.572988,0.308462,orange
0.092857,0.128571,0.005,0.434315,0.886638,0.600371,0.296335,orange
0.15,0.085714,0.05,0.43493,0.901608,0.614468,0.353078,orange
0.235714,0.05,0.015,0.471591,0.887192,0.515918,0.349052,orange
0.042857,0.028571,0.035,0.638684,0.885233,0.548026,0.321461,orange
0.135714,0.014286,0.025,0.170858,0.897797,0.40646,0.287355,orange
0.171429,0.092857,0.005,0.509053,0.935497,0.432413,0.345496,orange
0.064286,0.042857,0.015,0.46007,0.934769,0.475011,0.328972,orange
0.221429,0.021429,0.01,0.737134,0.925998,0.568943,0.29947,orange
0.157143,0.085714,0,0.438918,0.891998,0.53509,0.296837,orange
0.092857,0,0.015,0.431214,0.884785,0.617379,0.300745,orange
0.114286,0.021429,0.02,0.452723,0.898537,0.637049,0.327228,orange
0.028571,0.057143,0.005,0.195308,0.933248,0.630821,0.291933,orange
0,0.142857,0.045,0.301565,0.906653,0.444288,0.34575,orange
0.057143,0.014286,0.025,0.557718,0.906692,0.532548,0.305379,orange
0.028571,0.128571,0,0.397427,0.922794,0.617881,0.323774,orange
0.235714,0.064286,0.015,0.350255,0.918136,0.649992,0.325028,orange
0.214286,0.014286,0.05,0.700401,0.895929,0.671937,0.343291,orange
0.15,0.171429,0.035,0.386731,0.908753,0.456262,0.34905,orange
0.078571,0.064286,0,0.076831,0.94064,0.535213,0.342581,orange
0.064286,0.021429,0.05,0.158323,0.934388,0.698208,0.323375,orange
0.035714,0.092857,0.045,0.696704,0.924205,0.611067,0.355524,orange
0.207143,0.142857,0.045,0.621701,0.888904,0.665165,0.33454,orange
0.235714,0.05,0.05,0.614927,0.90727,0.396179,0.346709,orange
0.057143,0.078571,0.005,0.097633,0.886644,0.560141,0.316886,orange
0.107143,0.064286,0.015,0.034007,0.886171,0.422402,0.356326,orange
0.114286,0.014286,0.015,0.400757,0.890662,0.453429,0.345958,orange
0,0.05,0.01,0.325931,0.891194,0.538774,0.347053,orange
0.035714,0.142857,0.005,0.628282,0.930375,0.389801,0.311122,orange
0.042857,0.021429,0.03,0.445633,0.911514,0.481498,0.357405,orange
0.071429,0,0,0.355451,0.899347,0.670741,0.333295,orange
0.007143,0.085714,0.005,0.056276,0.899704,0.515537,0.349626,orange
0.007143,0.178571,0.025,0.088195,0.899267,0.588873,0.299501,orange
0,0.128571,0.05,0.394291,0.922927,0.636666,0.322068,orange
0.171429,0.157143,0.02,0.288184,0.921434,0.41248,0.356324,orange
0.257143,0.042857,0.04,0.244339,0.919125,0.573372,0.332346,orange
0.285714,0.114286,0.015,0.748382,0.917133,0.608679,0.29452,orange
0.285714,0.121429,0.005,0.450804,0.905838,0.463968,0.344056,orange
0.228571,0.092857,0.04,0.143819,0.903947,0.394912,0.315345,orange
0.064286,0.035714,0.025,0.388221,0.924645,0.389659,0.292098,orange
0.092857,0.078571,0.015,0.743601,0.919991,0.535755,0.287357,orange
0.107143,0.028571,0.03,0.078112,0.931953,0.684755,0.318369,orange
0.207143,0.042857,0,0.410553,0.906267,0.643051,0.302538,orange
0.007143,0.071429,0.02,0.607119,0.936663,0.626523,0.341818,orange
0.128571,0,0.03,0.345878,0.894495,0.427168,0.29547,orange
0.1,0.121429,0.02,0.241716,0.89683,0.472516,0.33159,orange
0.235714,0.071429,0.01,0.201098,0.90319,0.64483,0.321704,orange
0.028571,0.007143,0.01,0.407017,0.896595,0.498284,0.332182,orange
0.121429,0.078571,0.045,0.217234,0.909006,0.485322,0.297227,orange
0.085714,0.107143,0.025,0.448371,0.919782,0.470209,0.320676,orange
0.242857,0.171429,0.015,0.661493,0.897002,0.458123,0.305848,orange
0.278571,0.164286,0.025,0.646303,0.900851,0.571845,0.31954,orange
0.221429,0.142857,0.035,0.264729,0.884021,0.546119,0.328969,orange
0.085714,0.007143,0.015,0.631931,0.917011,0.448478,0.313287,orange
0.085714,0.171429,0.04,0.391121,0.90138,0.632393,0.351342,orange
0.185714,0.042857,0.03,0.139958,0.894709,0.638317,0.309264,orange
0.135714,0.135714,0.05,0.33469,0.92701,0.564882,0.329184,orange
0.278571,0.114286,0.02,0.125762,0.930542,0.443098,0.309174,orange
0.114286,0.171429,0.04,0.674143,0.926464,0.418665,0.349965,orange
0.257143,0.171429,0.04,0.340208,0.894233,0.672555,0.321683,orange
0.264286,0.128571,0.035,0.651398,0.889463,0.449511,0.333774,orange
0.278571,0.028571,0.05,0.474292,0.904693,0.697831,0.346847,orange
0.221429,0,0.045,0.253654,0.903373,0.478771,0.32504,orange
0.128571,0.05,0.015,0.108043,0.90475,0.420087,0.356317,orange
0.142857,0.107143,0.025,0.08725,0.926532,0.539979,0.308422,orange
0.035714,0.021429,0,0.063358,0.909537,0.475534,0.332534,orange
0.142857,0.021429,0.035,0.472696,0.941467,0.584054,0.351221,orange
0.178571,0.114286,0.03,0.671806,0.885355,0.459586,0.303554,orange
0.1,0.1,0.045,0.254188,0.934397,0.496772,0.31562,orange
0.264286,0.092857,0.035,0.04147,0.885791,0.605935,0.310705,orange
0.185714,0.071429,0.005,0.240881,0.939411,0.529876,0.315411,orange
0.092857,0.121429,0,0.311089,0.889402,0.662374,0.287275,orange
0.228571,0.142857,0.02,0.043915,0.927379,0.667349,0.290766,orange
0.135714,0.014286,0.02,0.528834,0.903549,0.538872,0.290744,orange
0.2,0.014286,0.02,0.739347,0.908432,0.501685,0.342569,orange
0.171429,0.178571,0.03,0.676318,0.936258,0.481568,0.334266,orange
0.05,0.085714,0.025,0.038412,0.897827,0.460498,0.309508,orange
0.128571,0.128571,0.015,0.363431,0.923681,0.452355,0.291974,orange
0.05,0.107143,0.035,0.221204,0.939174,0.461954,0.322737,orange
0.142857,0.128571,0.03,0.660732,0.884983,0.451448,0.32238,orange
0.128571,0.064286,0.03,0.551576,0.88363,0.473702,0.348196,orange
0.242857,0.042857,0.025,0.657817,0.937166,0.599884,0.341254,orange
0.142857,0.171429,0.025,0.58102,0.921726,0.600394,0.289487,orange
0.264286,0.135714,0.04,0.296075,0.891845,0.676461,0.315474,orange
0.085714,0.021429,0.025,0.210117,0.900412,0.698423,0.313339,orange
0.242857,0.035714,0.045,0.723886,0.907566,0.500883,0.347014,orange
0.042857,0.057143,0.02,0.737122,0.890108,0.665902,0.352493,orange
0.192857,0.178571,0,0.685565,0.889928,0.645724,0.334536,orange
0.092857,0.021429,0.035,0.468791,0.913274,0.560025,0.338067,orange
0.042857,0.014286,0.01,0.541064,0.935739,0.574519,0.336945,orange
0.285714,0.085714,0.05,0.359407,0.894632,0.679017,0.312108,orange
0.221429,0.15,0.02,0.082447,0.921545,0.631602,0.298149,orange
0.435714,0.45,0.225,0.757219,0.901024,0.511403,0.800662,papaya
0.414286,0.292857,0.2,0.963232,0.892777,0.477659,0.245213,papaya
0.321429,0.3,0.25,0.849172,0.896882,0.504904,0.355863,papaya
0.278571,0.428571,0.24,0.760614,0.908231,0.475246,0.773857,papaya
0.221429,0.45,0.2,0.978415,0.884444,0.533963,0.632406,papaya
0.5,0.45,0.2,0.717634,0.916859,0.542254,0.658142,papaya
0.485714,0.407143,0.225,0.699485,0.915805,0.540088,0.637032,papaya
0.242857,0.428571,0.21,0.420656,0.926841,0.517705,0.616366,papaya
0.271429,0.45,0.245,0.588566,0.893098,0.502993,0.653303,papaya
0.492857,0.421429,0.21,0.900616,0.936141,0.542541,0.598044,papaya
0.414286,0.328571,0.21,0.955789,0.903441,0.505839,0.636581,papaya
0.421429,0.3,0.24,0.689745,0.900611,0.520332,0.097217,papaya
0.314286,0.421429,0.245,0.602062,0.899662,0.50355,0.763407,papaya
0.4,0.371429,0.215,0.652413,0.919119,0.466751,0.15596,papaya
0.492857,0.392857,0.245,0.789014,0.919269,0.541989,0.434571,papaya
0.4,0.378571,0.22,0.812227,0.937307,0.495682,0.547039,papaya
0.35,0.357143,0.24,0.849824,0.925989,0.472647,0.206591,papaya
0.271429,0.328571,0.235,0.683961,0.892765,0.532328,0.210669,papaya
0.385714,0.428571,0.21,0.548123,0.901708,0.500298,0.46596,papaya
0.407143,0.371429,0.23,0.866353,0.900918,0.542348,0.30779,papaya
0.278571,0.335714,0.24,0.679682,0.937907,0.497556,0.110865,papaya
0.414286,0.442857,0.2,0.857914,0.903682,0.497279,0.152372,papaya
0.435714,0.421429,0.235,0.989284,0.916618,0.487742,0.324596,papaya
0.242857,0.407143,0.25,0.538305,0.892018,0.479072,0.78423,papaya
0.221429,0.307143,0.2,0.917168,0.917498,0.475618,0.40446,papaya
0.335714,0.292857,0.235,0.412307,0.899924,0.466155,0.668904,papaya
0.228571,0.45,0.235,0.684509,0.914088,0.512503,0.821444,papaya
0.257143,0.385714,0.205,0.730653,0.925679,0.500188,0.384552,papaya
0.435714,0.328571,0.23,0.874462,0.932108,0.477413,0.36192,papaya
0.5,0.35,0.205,0.886829,0.896649,0.531013,0.368428,papaya
0.314286,0.364286,0.22,0.872537,0.898208,0.468875,0.158925,papaya
0.242857,0.45,0.23,0.531471,0.932291,0.494894,0.072356,papaya
0.357143,0.385714,0.21,0.916628,0.907971,0.504363,0.681363,papaya
0.278571,0.464286,0.235,0.500431,0.892851,0.489358,0.141127,papaya
0.242857,0.4,0.22,0.553921,0.922299,0.466215,0.350671,papaya
0.314286,0.392857,0.25,0.730414,0.890039,0.516399,0.281407,papaya
0.221429,0.407143,0.235,0.716513,0.918642,0.542163,0.581341,papaya
0.464286,0.407143,0.23,0.65156,0.893753,0.467607,0.671324,papaya
0.314286,0.371429,0.24,0.960673,0.889557,0.532938,0.196392,papaya
0.357143,0.3,0.215,0.453692,0.890786,0.498888,0.711405,papaya
0.307143,0.321429,0.215,0.558297,0.899546,0.486042,0.571444,papaya
0.428571,0.292857,0.24,0.449372,0.91835,0.506536,0.586601,papaya
0.5,0.45,0.25,0.976201,0.937632,0.495534,0.210523,papaya
0.421429,0.407143,0.235,1,0.919824,0.482699,0.300387,papaya
0.428571,0.378571,0.23,0.953992,0.917644,0.518799,0.522833,papaya
0.3,0.392857,0.21,0.707122,0.908375,0.517866,0.418958,papaya
0.25,0.435714,0.21,0.656421,0.902949,0.536315,0.102845,papaya
0.242857,0.428571,0.215,0.935271,0.884008,0.491463,0.643431,papaya
0.257143,0.35,0.205,0.967631,0.941241,0.491129,0.697682,papaya
0.278571,0.421429,0.235,0.576552,0.937647,0.493589,0.156195,papaya
0.264286,0.335714,0.21,0.982919,0.929088,0.472452,0.688494,papaya
0.235714,0.3,0.205,0.584719,0.92985,0.518587,0.679712,papaya
0.242857,0.307143,0.215,0.92444,0.899569,0.513274,0.579547,papaya
0.35,0.35,0.225,0.482034,0.920682,0.506625,0.276818,papaya
0.285714,0.428571,0.22,0.760494,0.895939,0.493551,0.516243,papaya
0.485714,0.335714,0.22,0.447633,0.910126,0.477804,0.154992,papaya
0.357143,0.292857,0.235,0.641533,0.886083,0.50219,0.121457,papaya
0.464286,0.414286,0.225,0.661632,0.899022,0.469603,0.212182,papaya
0.285714,0.314286,0.21,0.978714,0.897272,0.466036,0.81247,papaya
0.3,0.342857,0.215,0.409999,0.933952,0.505996,0.759134,papaya
0.35,0.357143,0.23,0.460446,0.929118,0.49326,0.413,papaya
0.421429,0.407143,0.22,0.990962,0.922659,0.534458,0.339742,papaya
0.45,0.378571,0.21,0.516642,0.892351,0.522428,0.447117,papaya
0.5,0.428571,0.235,0.619643,0.920031,0.478789,0.200258,papaya
0.45,0.321429,0.235,0.568723,0.921195,0.504949,0.343472,papaya
0.285714,0.421429,0.21,0.679335,0.92414,0.526995,0.185114,papaya
0.45,0.378571,0.225,0.981683,0.937719,0.500128,0.07679,papaya
0.321429,0.378571,0.22,0.610679,0.887588,0.516778,0.197716,papaya
0.471429,0.457143,0.21,0.426586,0.925676,0.529917,0.241864,papaya
0.385714,0.442857,0.235,0.770477,0.922128,0.47919,0.435162,papaya
0.492857,0.442857,0.235,0.54215,0.935338,0.5167,0.224967,papaya
0.478571,0.45,0.22,0.758758,0.911354,0.515839,0.465738,papaya
0.321429,0.371429,0.21,0.411563,0.892753,0.490131,0.508276,papaya
0.4,0.321429,0.235,0.69617,0.909828,0.507848,0.244006,papaya
0.5,0.321429,0.24,0.821709,0.888803,0.533262,0.546561,papaya
0.314286,0.3,0.2,0.858154,0.938807,0.478154,0.711089,papaya
0.357143,0.392857,0.21,0.68154,0.915625,0.532346,0.264355,papaya
0.371429,0.328571,0.24,0.848115,0.919765,0.541348,0.68282,papaya
0.25,0.45,0.2,0.978782,0.88466,0.483284,0.771102,papaya
0.485714,0.457143,0.235,0.482908,0.915579,0.514535,0.117635,papaya
0.228571,0.357143,0.235,0.825351,0.906858,0.538542,0.500977,papaya
0.228571,0.357143,0.23,0.596316,0.920379,0.477304,0.152599,papaya
0.342857,0.407143,0.21,0.474088,0.918889,0.512935,0.553945,papaya
0.278571,0.457143,0.24,0.490802,0.918829,0.538106,0.796155,papaya
0.35,0.4,0.2,0.687013,0.936913,0.506888,0.791339,papaya
0.342857,0.371429,0.245,0.579561,0.885937,0.484104,0.382957,papaya
0.492857,0.435714,0.22,0.894659,0.885543,0.470015,0.258336,papaya
0.378571,0.357143,0.25,0.702944,0.898171,0.498406,0.769845,papaya
0.271429,0.4,0.235,0.642822,0.941187,0.484574,0.09424,papaya
0.407143,0.421429,0.25,0.512433,0.91807,0.478825,0.151952,papaya
0.364286,0.371429,0.25,0.455658,0.885276,0.493233,0.316865,papaya
0.4,0.428571,0.2,0.842931,0.929914,0.50488,0.710905,papaya
0.385714,0.435714,0.235,0.796045,0.927828,0.522959,0.302536,papaya
0.414286,0.357143,0.21,0.494352,0.926616,0.50351,0.792082,papaya
